review_id,student_id,instructor_id,course_id,review_text,review_date,rating_score,response_time,sentiment_label,region,device_type,completed_courses,satisfaction_score,full_name,country,experience_years,course_count,avg_response_time,title,category,language,duration_hours,level
6021,2084,75,102,The instructor was hard to follow and rarely responded to questions.,11/28/2024,2,12.36,Negative,North America,Mobile,15,4.0,Victoria Lynn,Georgia,18,3,22.38,Synchronized logistical functionalities,Creative,German,26.8,Intermediate
6022,1748,59,123,I didn’t gain much from this course. It felt rushed and unstructured.,9/25/2024,1,26.65,Negative,Europe,Mobile,4,4.0,Donald Levine,Montenegro,10,1,21.48,Multi-channeled human-resource analyzer,Business,German,10.6,Intermediate
6023,315,54,35,I appreciated the timely feedback and engaging content.,11/7/2024,4,44.05,Positive,South America,Desktop,16,7.0,James Stokes DDS,Iran,19,1,38.09,Quality-focused reciprocal complexity,Health,English,16.2,Intermediate
6024,661,41,84,Not engaging at all. I struggled to stay focused throughout.,12/31/2024,2,57.83,Negative,North America,Mobile,17,3.0,Leah Burnett,Greenland,12,1,5.27,Synergistic even-keeled open architecture,Data Science,French,23.6,Beginner
6025,916,9,90,The feedback was delayed and often unhelpful.,6/5/2024,1,68.47,Negative,Asia,Desktop,14,6.0,Ryan Butler,Korea,3,1,42.42,Operative 5thgeneration hierarchy,Health,French,8.7,Advanced
6026,2580,61,99,The instructor was hard to follow and rarely responded to questions.,1/17/2025,2,8.2,Negative,South America,Mobile,4,4.0,Steven Jones,Brazil,8,4,35.54,Universal didactic collaboration,Tech,German,23.1,Intermediate
6027,1043,24,98,I didn’t gain much from this course. It felt rushed and unstructured.,7/12/2024,2,60.73,Negative,South America,Mobile,12,5.0,Christine Green,Sierra Leone,8,3,42.13,Diverse motivating knowledge user,Creative,German,32.1,Intermediate
6028,1868,31,115,"The instructor was fine, but the pace felt a bit off.",1/13/2025,3,70.16,Neutral,North America,Mobile,4,8.0,Thomas Hatfield,Panama,11,4,47.78,Assimilated fresh-thinking application,Language,Spanish,26.4,Beginner
6029,2097,35,105,I appreciated the timely feedback and engaging content.,8/19/2024,5,64.45,Positive,South America,Mobile,14,9.0,Roger Bailey,Svalbard & Jan Mayen Islands,11,2,7.57,Reduced non-volatile throughput,Health,French,1.5,Advanced
6030,1467,11,48,The instructor was hard to follow and rarely responded to questions.,2/16/2025,1,37.99,Negative,Asia,Mobile,2,5.0,Sandra Wheeler,Paraguay,14,1,16.15,Compatible uniform contingency,Tech,French,34.8,Intermediate
6031,597,38,1,"The course was okay, but I expected more practical examples.",3/30/2025,3,47.53,Neutral,Europe,Desktop,16,6.0,Kevin Sutton,Tonga,13,4,29.06,Cloned uniform hub,Health,German,18.2,Intermediate
6032,1730,21,73,The feedback was delayed and often unhelpful.,5/14/2024,2,59.44,Negative,North America,Mobile,9,5.0,Anita Murphy,Indonesia,7,4,23.86,Diverse background matrices,Business,French,5.5,Intermediate
6033,412,48,51,Not engaging at all. I struggled to stay focused throughout.,3/4/2025,2,39.88,Negative,Europe,Mobile,8,4.0,Kenneth Hernandez,Congo,13,4,32.77,Open-source contextually-based encoding,Business,French,13.8,Advanced
6034,100,35,101,I appreciated the timely feedback and engaging content.,10/4/2024,4,50.2,Positive,Europe,Mobile,2,6.0,Roger Bailey,Svalbard & Jan Mayen Islands,11,2,7.57,Public-key actuating utilization,Creative,Spanish,21.8,Advanced
6035,2076,61,149,The instructor was hard to follow and rarely responded to questions.,2/16/2025,1,11.36,Negative,South America,Desktop,6,5.0,Steven Jones,Brazil,8,4,35.54,Secured dynamic monitoring,Language,Spanish,1.7,Beginner
6036,1066,74,95,The feedback was delayed and often unhelpful.,12/8/2024,1,50.95,Negative,Europe,Desktop,19,5.0,Robert Hancock,Sri Lanka,6,2,44.47,Face-to-face client-driven definition,Health,Spanish,12.8,Beginner
6037,1464,50,96,The instructor was very clear and made the course enjoyable.,1/29/2025,4,51.9,Positive,Europe,Desktop,19,6.0,Elizabeth Moss,Estonia,18,4,8.09,User-friendly didactic time-frame,Creative,German,27.7,Advanced
6038,514,31,22,I appreciated the timely feedback and engaging content.,1/6/2025,4,12.18,Positive,Africa,Desktop,17,7.0,Thomas Hatfield,Panama,11,4,47.78,Multi-lateral national attitude,Creative,Spanish,19.6,Beginner
6039,2762,24,137,Too fast-paced and lacked clear explanations.,11/28/2024,2,8.62,Negative,South America,Mobile,20,6.0,Christine Green,Sierra Leone,8,3,42.13,Synergistic 24/7 task-force,Tech,German,24.3,Advanced
6040,1006,44,142,"The course was okay, but I expected more practical examples.",8/24/2024,3,10.65,Neutral,North America,Mobile,10,3.0,Kelly Osborn,Slovenia,2,4,43.65,Virtual background secured line,Tech,Spanish,10.4,Advanced
6041,2223,9,18,The course structure and delivery exceeded my expectations.,1/18/2025,5,33.77,Positive,South America,Desktop,10,5.0,Ryan Butler,Korea,3,1,42.42,Persistent analyzing encoding,Tech,English,37.9,Intermediate
6042,1388,3,126,"The course was okay, but I expected more practical examples.",3/7/2025,3,40.04,Neutral,North America,Desktop,19,4.0,Melissa Evans,Malta,9,4,37.82,Synergistic context-sensitive workforce,Health,English,18.6,Advanced
6043,2078,48,124,Not engaging at all. I struggled to stay focused throughout.,8/2/2024,2,27.06,Negative,North America,Mobile,16,6.0,Kenneth Hernandez,Congo,13,4,32.77,Programmable 3rdgeneration analyzer,Creative,Spanish,37.5,Intermediate
6044,2134,18,72,"The instructor was fine, but the pace felt a bit off.",7/23/2024,3,46.78,Neutral,South America,Desktop,17,5.0,Adam Henderson,Afghanistan,20,3,36.99,Organic heuristic complexity,Creative,Spanish,19.5,Intermediate
6045,1962,17,129,Not engaging at all. I struggled to stay focused throughout.,4/10/2025,1,17.1,Negative,Africa,Mobile,5,6.0,Lisa Miller,Morocco,17,5,5.18,Virtual fresh-thinking functionalities,Creative,Spanish,27.1,Beginner
6046,1103,5,86,The feedback was delayed and often unhelpful.,2/23/2025,2,26.02,Negative,Asia,Desktop,12,5.0,Jeffrey Olson,Bahrain,8,3,2.03,Cross-group impactful hub,Tech,Spanish,23.5,Intermediate
6047,744,17,83,I appreciated the timely feedback and engaging content.,6/30/2024,4,57.68,Positive,Europe,Desktop,10,5.0,Lisa Miller,Morocco,17,5,5.18,Business-focused systematic core,Creative,German,13.1,Beginner
6048,819,51,114,"Decent course, though it lacked in-depth discussion.",8/27/2024,3,57.96,Neutral,North America,Desktop,1,7.0,Rebecca Smith,Kenya,10,5,45.03,Fully-configurable real-time superstructure,Creative,English,21.3,Advanced
6049,2689,3,91,"The course was okay, but I expected more practical examples.",1/17/2025,3,63.67,Neutral,North America,Mobile,18,6.0,Melissa Evans,Malta,9,4,37.82,Profound content-based encoding,Tech,German,24.1,Intermediate
6050,2658,33,25,Great teaching style – the explanations were easy to follow.,4/11/2025,5,56.87,Positive,Asia,Mobile,18,7.0,Stephanie Clark,British Virgin Islands,5,4,22.15,Re-contextualized value-added hierarchy,Language,German,16.2,Beginner
6051,2042,41,120,The instructor was very clear and made the course enjoyable.,3/14/2025,4,71.4,Positive,North America,Desktop,4,7.0,Leah Burnett,Greenland,12,1,5.27,Networked demand-driven circuit,Tech,Spanish,33.2,Beginner
6052,454,10,3,Great teaching style – the explanations were easy to follow.,8/18/2024,5,26.99,Positive,North America,Mobile,7,5.0,Joseph Kim Jr.,Netherlands,19,2,40.26,Visionary foreground archive,Tech,English,10.1,Beginner
6053,282,74,74,Great teaching style – the explanations were easy to follow.,7/9/2024,4,46.19,Positive,South America,Desktop,13,7.0,Robert Hancock,Sri Lanka,6,2,44.47,Enhanced context-sensitive system engine,Language,German,38.0,Beginner
6054,1262,1,37,The feedback was delayed and often unhelpful.,3/29/2025,1,56.99,Negative,Africa,Mobile,19,3.0,Jennifer Clements,Turks and Caicos Islands,4,2,37.08,Focused cohesive orchestration,Health,Spanish,32.1,Advanced
6055,293,36,61,Great teaching style – the explanations were easy to follow.,6/27/2024,4,58.16,Positive,Asia,Mobile,16,7.0,Timothy Holt,Denmark,4,2,12.34,Fully-configurable user-facing hub,Health,German,3.0,Intermediate
6056,406,24,95,Excellent pacing and real-world examples. Highly recommend!,11/21/2024,4,43.13,Positive,Europe,Desktop,14,9.0,Christine Green,Sierra Leone,8,3,42.13,Face-to-face client-driven definition,Health,Spanish,12.8,Beginner
6057,602,41,110,The feedback was delayed and often unhelpful.,9/27/2024,2,48.93,Negative,North America,Mobile,11,5.0,Leah Burnett,Greenland,12,1,5.27,Quality-focused multi-state challenge,Health,Spanish,35.8,Beginner
6058,1690,15,102,The instructor was very clear and made the course enjoyable.,7/14/2024,4,22.92,Positive,North America,Mobile,13,5.0,Sarah Oconnell,Micronesia,7,1,5.94,Synchronized logistical functionalities,Creative,German,26.8,Intermediate
6059,1088,67,60,Not engaging at all. I struggled to stay focused throughout.,11/16/2024,1,24.74,Negative,South America,Mobile,12,4.0,James Carey,Barbados,6,2,41.64,Synergized intangible groupware,Business,English,30.2,Advanced
6060,345,46,36,The course structure and delivery exceeded my expectations.,10/23/2024,4,5.19,Positive,North America,Desktop,1,7.0,Chad Barron,Belgium,18,1,5.26,Up-sized mission-critical orchestration,Language,German,27.1,Intermediate
6061,1280,33,9,Not engaging at all. I struggled to stay focused throughout.,1/17/2025,1,16.89,Negative,South America,Mobile,20,5.0,Stephanie Clark,British Virgin Islands,5,4,22.15,Reverse-engineered uniform Local Area Network,Business,German,7.0,Advanced
6062,2511,15,11,Excellent pacing and real-world examples. Highly recommend!,7/5/2024,4,45.31,Positive,Europe,Desktop,10,6.0,Sarah Oconnell,Micronesia,7,1,5.94,Triple-buffered foreground encoding,Data Science,English,17.2,Intermediate
6063,1065,49,115,Excellent pacing and real-world examples. Highly recommend!,5/13/2025,5,64.15,Positive,Europe,Desktop,9,6.0,Timothy Lewis,Paraguay,3,5,11.85,Assimilated fresh-thinking application,Language,Spanish,26.4,Beginner
6064,2846,56,21,"The instructor was fine, but the pace felt a bit off.",4/7/2025,3,58.81,Neutral,North America,Desktop,3,7.0,Gina Ortega,Botswana,3,5,10.76,Extended dynamic superstructure,Data Science,Spanish,23.5,Intermediate
6065,2214,12,77,Great teaching style – the explanations were easy to follow.,5/14/2025,4,55.81,Positive,North America,Mobile,17,8.0,Timothy Allen,Heard Island and McDonald Islands,2,3,4.66,Polarized actuating initiative,Business,French,15.4,Intermediate
6066,2677,1,40,I didn’t gain much from this course. It felt rushed and unstructured.,9/1/2024,2,18.6,Negative,Asia,Desktop,17,6.0,Jennifer Clements,Turks and Caicos Islands,4,2,37.08,Implemented even-keeled frame,Creative,French,36.9,Advanced
6067,685,11,124,Excellent pacing and real-world examples. Highly recommend!,11/27/2024,5,55.99,Positive,South America,Desktop,18,6.0,Sandra Wheeler,Paraguay,14,1,16.15,Programmable 3rdgeneration analyzer,Creative,Spanish,37.5,Intermediate
6068,2597,70,54,The feedback was delayed and often unhelpful.,7/20/2024,2,10.9,Negative,Asia,Desktop,3,3.0,Janice Perez,Cambodia,7,3,22.64,Grass-roots discrete application,Tech,English,35.3,Beginner
6069,2619,62,116,"Content was decent, but the delivery could have been better.",10/18/2024,3,54.99,Neutral,South America,Desktop,3,7.0,Scott Church,British Virgin Islands,4,2,32.97,Cross-platform multimedia project,Tech,German,25.0,Beginner
6070,294,18,96,I appreciated the timely feedback and engaging content.,2/1/2025,4,53.66,Positive,Asia,Mobile,3,5.0,Adam Henderson,Afghanistan,20,3,36.99,User-friendly didactic time-frame,Creative,German,27.7,Advanced
6071,1584,46,144,The instructor was hard to follow and rarely responded to questions.,3/19/2025,1,47.62,Negative,Asia,Mobile,20,5.0,Chad Barron,Belgium,18,1,5.26,Monitored local workforce,Creative,German,22.7,Intermediate
6072,1858,40,142,The course structure and delivery exceeded my expectations.,10/25/2024,4,15.73,Positive,Africa,Desktop,15,6.0,Steven Thompson,Swaziland,12,1,12.13,Virtual background secured line,Tech,Spanish,10.4,Advanced
6073,2151,44,49,The instructor was very clear and made the course enjoyable.,1/19/2025,5,71.14,Positive,Asia,Mobile,7,9.0,Kelly Osborn,Slovenia,2,4,43.65,Diverse disintermediate encryption,Health,English,8.1,Beginner
6074,1620,60,147,I didn’t gain much from this course. It felt rushed and unstructured.,12/2/2024,2,56.89,Negative,South America,Mobile,7,5.0,Ivan Stanley,San Marino,3,3,23.48,Diverse demand-driven matrix,Creative,French,28.8,Beginner
6075,2212,15,108,I appreciated the timely feedback and engaging content.,6/14/2024,4,38.73,Positive,Africa,Desktop,1,5.0,Sarah Oconnell,Micronesia,7,1,5.94,Customizable asymmetric migration,Health,Spanish,17.9,Advanced
6076,2450,19,62,I appreciated the timely feedback and engaging content.,5/9/2025,5,55.44,Positive,Africa,Mobile,18,6.0,Charles Barker,Liberia,1,2,37.23,Organized scalable throughput,Health,French,38.1,Beginner
6077,697,25,85,The instructor was very clear and made the course enjoyable.,9/9/2024,4,16.2,Positive,Europe,Mobile,12,9.0,Christopher Lopez,Estonia,15,2,21.46,Versatile high-level help-desk,Creative,Spanish,37.2,Advanced
6078,2545,61,92,"The instructor was fine, but the pace felt a bit off.",2/8/2025,3,43.43,Neutral,Asia,Desktop,10,4.0,Steven Jones,Brazil,8,4,35.54,Function-based attitude-oriented firmware,Tech,English,33.4,Advanced
6079,2431,4,101,The instructor was hard to follow and rarely responded to questions.,6/27/2024,2,37.11,Negative,Asia,Desktop,11,8.0,Kristen Caldwell,Mauritius,8,4,26.4,Public-key actuating utilization,Creative,Spanish,21.8,Advanced
6080,2991,52,20,Great teaching style – the explanations were easy to follow.,5/19/2024,4,17.36,Positive,Africa,Desktop,5,6.0,Jerry Munoz,Iran,20,3,28.27,Triple-buffered asymmetric neural-net,Creative,German,35.3,Intermediate
6081,384,15,147,I appreciated the timely feedback and engaging content.,1/10/2025,5,48.36,Positive,Africa,Mobile,10,5.0,Sarah Oconnell,Micronesia,7,1,5.94,Diverse demand-driven matrix,Creative,French,28.8,Beginner
6082,922,23,78,I appreciated the timely feedback and engaging content.,4/24/2025,5,51.65,Positive,North America,Desktop,17,3.0,Emma Ramsey,Ecuador,14,2,14.19,Decentralized eco-centric neural-net,Creative,English,24.6,Beginner
6083,913,56,142,I appreciated the timely feedback and engaging content.,1/30/2025,5,56.91,Positive,Africa,Desktop,4,8.0,Gina Ortega,Botswana,3,5,10.76,Virtual background secured line,Tech,Spanish,10.4,Advanced
6084,282,19,131,Great teaching style – the explanations were easy to follow.,9/20/2024,5,13.69,Positive,South America,Desktop,13,7.0,Charles Barker,Liberia,1,2,37.23,Persevering asynchronous website,Language,German,20.3,Intermediate
6085,2154,32,37,The instructor was hard to follow and rarely responded to questions.,7/28/2024,1,20.09,Negative,South America,Mobile,3,7.0,Sophia Mendoza,Northern Mariana Islands,9,5,31.89,Focused cohesive orchestration,Health,Spanish,32.1,Advanced
6086,2113,27,77,Neither bad nor great – just an average learning experience.,12/14/2024,3,35.53,Neutral,North America,Mobile,15,6.0,Robert Horne,Lesotho,9,5,26.81,Polarized actuating initiative,Business,French,15.4,Intermediate
6087,2178,56,138,Great teaching style – the explanations were easy to follow.,10/3/2024,5,47.3,Positive,Asia,Mobile,15,8.0,Gina Ortega,Botswana,3,5,10.76,Self-enabling incremental secured line,Tech,French,35.3,Beginner
6088,924,22,147,The feedback was delayed and often unhelpful.,11/9/2024,2,28.69,Negative,Africa,Mobile,3,4.0,Eric Bowman,Georgia,18,4,27.29,Diverse demand-driven matrix,Creative,French,28.8,Beginner
6089,494,25,67,Excellent pacing and real-world examples. Highly recommend!,4/12/2025,5,40.36,Positive,South America,Mobile,17,8.0,Christopher Lopez,Estonia,15,2,21.46,Diverse explicit toolset,Language,Spanish,2.2,Intermediate
6090,2137,38,71,Too fast-paced and lacked clear explanations.,2/7/2025,2,64.8,Negative,South America,Desktop,15,4.0,Kevin Sutton,Tonga,13,4,29.06,Public-key mission-critical data-warehouse,Creative,English,10.3,Beginner
6091,1081,22,38,Too fast-paced and lacked clear explanations.,11/9/2024,2,38.82,Negative,Africa,Desktop,4,6.0,Eric Bowman,Georgia,18,4,27.29,Seamless solution-oriented hub,Tech,Spanish,29.2,Advanced
6092,1697,62,16,Not engaging at all. I struggled to stay focused throughout.,7/20/2024,1,14.87,Negative,North America,Desktop,8,5.0,Scott Church,British Virgin Islands,4,2,32.97,Extended solution-oriented definition,Business,Spanish,16.2,Intermediate
6093,86,33,44,The instructor was very clear and made the course enjoyable.,7/17/2024,4,5.02,Positive,Europe,Mobile,10,4.0,Stephanie Clark,British Virgin Islands,5,4,22.15,Virtual secondary contingency,Data Science,English,24.1,Intermediate
6094,1504,61,43,"The instructor was fine, but the pace felt a bit off.",7/28/2024,3,6.97,Neutral,Asia,Mobile,17,4.0,Steven Jones,Brazil,8,4,35.54,Universal value-added strategy,Health,Spanish,36.4,Beginner
6095,2055,36,67,The instructor was very clear and made the course enjoyable.,2/18/2025,4,47.71,Positive,North America,Desktop,9,6.0,Timothy Holt,Denmark,4,2,12.34,Diverse explicit toolset,Language,Spanish,2.2,Intermediate
6096,1026,54,143,The feedback was delayed and often unhelpful.,2/1/2025,2,55.73,Negative,North America,Mobile,19,5.0,James Stokes DDS,Iran,19,1,38.09,Versatile grid-enabled synergy,Tech,German,16.9,Beginner
6097,2800,7,110,"Content was decent, but the delivery could have been better.",1/14/2025,3,30.79,Neutral,Asia,Desktop,17,3.0,Sherry Smith,Liechtenstein,4,2,2.9,Quality-focused multi-state challenge,Health,Spanish,35.8,Beginner
6098,128,4,56,Excellent pacing and real-world examples. Highly recommend!,11/12/2024,4,21.82,Positive,South America,Mobile,8,7.0,Kristen Caldwell,Mauritius,8,4,26.4,Re-contextualized impactful challenge,Business,French,38.1,Advanced
